day;timestamp;product;bid_price_1;bid_volume_1;bid_price_2;bid_volume_2;bid_price_3;bid_volume_3;ask_price_1;ask_volume_1;ask_price_2;ask_volume_2;ask_price_3;ask_volume_3;mid_price;profit_and_loss
4;100;VOLCANIC_ROCK;9919.0;109.0;9918.0;57.0;;;9920;109;9921.0;57.0;;;9919.5;0.0
4;100;VOLCANIC_ROCK_VOUCHER_10500;0.0;19.0;;;;;2;19;;;;;1.0;0.0
4;100;CROISSANTS;4296.0;104.0;;;;;4297;46;4298.0;58.0;;;4296.5;0.0
4;100;MAGNIFICENT_MACARONS;789.0;12.0;786.0;18.0;780.0;27.0;797;6;805.0;27.0;811.0;18.0;793.0;0.0
4;100;VOLCANIC_ROCK_VOUCHER_10000;32.0;19.0;;;;;33;19;;;;;32.5;0.0
4;100;JAMS;6445.0;231.0;;;;;6447;231;;;;;6446.0;0.0
4;100;DJEMBES;13373.0;53.0;;;;;13374;53;;;;;13373.5;0.0
4;100;KELP;2036.0;28.0;;;;;2037;5;2040.0;28.0;;;2036.5;0.0
4;100;VOLCANIC_ROCK_VOUCHER_9750;184.0;19.0;;;;;185;19;;;;;184.5;6.5245361328125
4;100;PICNIC_BASKET1;58333.0;7.0;58329.0;1.0;58328.0;18.0;58338;1;58339.0;18.0;58340.0;20.0;58335.5;0.0
4;100;PICNIC_BASKET2;30131.0;7.0;30129.0;1.0;30128.0;38.0;30134;19;30135.0;20.0;;;30132.5;0.0
4;200;MAGNIFICENT_MACARONS;787.0;12.0;784.0;15.0;778.0;22.0;795;6;803.0;22.0;809.0;15.0;791.0;0.0
4;200;DJEMBES;13372.0;58.0;;;;;13373;58;;;;;13372.5;0.0
4;200;VOLCANIC_ROCK_VOUCHER_10500;0.0;17.0;;;;;2;17;;;;;1.0;0.0
4;200;VOLCANIC_ROCK_VOUCHER_9750;183.0;17.0;;;;;184;17;;;;;183.5;16.364013671875
4;200;PICNIC_BASKET1;58334.0;1.0;58325.0;2.0;58324.0;15.0;58335;15;58336.0;15.0;;;58334.5;0.0
4;200;CROISSANTS;4296.0;146.0;;;;;4297;146;;;;;4296.5;0.0
4;200;PICNIC_BASKET2;30133.0;3.0;30129.0;2.0;30128.0;30.0;30134;17;30135.0;15.0;;;30133.5;0.0
4;200;VOLCANIC_ROCK_VOUCHER_9500;420.0;17.0;;;;;421;17;;;;;420.5;0.0
4;200;SQUID_INK;1927.0;24.0;;;;;1930;24;;;;;1928.5;0.0
4;200;VOLCANIC_ROCK_VOUCHER_10000;34.0;17.0;;;;;35;17;;;;;34.5;0.0
4;200;JAMS;6445.0;290.0;;;;;6447;290;;;;;6446.0;0.0
4;200;KELP;2036.0;24.0;;;;;2040;24;;;;;2038.0;0.0
4;200;VOLCANIC_ROCK;9919.0;104.0;9918.0;69.0;;;9920;104;9921.0;69.0;;;9919.5;0.0
4;200;RAINFOREST_RESIN;9992.0;27.0;;;;;10008;27;;;;;10000.0;0.0
4;200;VOLCANIC_ROCK_VOUCHER_10250;2.0;17.0;;;;;3;17;;;;;2.5;-0.5640010833740234
4;300;VOLCANIC_ROCK_VOUCHER_10250;2.0;28.0;;;;;3;18;;;;;2.5;-1.055999755859375
4;300;SQUID_INK;1926.0;30.0;;;;;1929;30;;;;;1927.5;0.0
4;300;VOLCANIC_ROCK;9918.0;145.0;9917.0;67.0;;;9920;212;;;;;9919.0;0.0
4;300;VOLCANIC_ROCK_VOUCHER_10500;1.0;10.0;0.0;18.0;;;2;18;;;;;1.5;0.0
4;300;RAINFOREST_RESIN;9992.0;31.0;;;;;10008;31;;;;;10000.0;0.0
4;300;VOLCANIC_ROCK_VOUCHER_10000;33.0;28.0;;;;;34;18;;;;;33.5;0.0
4;300;JAMS;6446.0;60.0;6445.0;145.0;;;6447;60;6448.0;145.0;;;6446.5;0.0
4;300;DJEMBES;13372.0;51.0;;;;;13374;51;;;;;13373.0;0.0
4;300;KELP;2036.0;30.0;;;;;2039;2;2040.0;28.0;;;2037.5;0.0
4;300;VOLCANIC_ROCK_VOUCHER_9750;182.0;28.0;;;;;183;18;;;;;182.5;22.828125
4;300;PICNIC_BASKET1;58338.0;3.0;58334.0;2.0;58333.0;31.0;58343;2;58344.0;16.0;58345.0;15.0;58340.5;0.0
4;300;PICNIC_BASKET2;30126.0;3.0;30124.0;2.0;30123.0;31.0;30129;2;30130.0;31.0;;;30127.5;0.0
4;300;VOLCANIC_ROCK_VOUCHER_9500;419.0;28.0;;;;;421;18;;;;;420.0;0.0
4;300;MAGNIFICENT_MACARONS;785.0;12.0;782.0;16.0;776.0;28.0;793;6;801.0;28.0;807.0;16.0;789.0;0.0
4;300;CROISSANTS;4296.0;56.0;4295.0;60.0;;;4297;108;;;;;4296.5;0.0
4;400;VOLCANIC_ROCK_VOUCHER_9750;183.0;10.0;;;;;184;10;;;;;183.5;15.092041015625
4;400;PICNIC_BASKET1;58330.0;10.0;58329.0;24.0;;;58341;10;58342.0;24.0;;;58335.5;0.0
4;400;PICNIC_BASKET2;30123.0;10.0;30122.0;24.0;;;30129;34;;;;;30126.0;0.0
4;400;VOLCANIC_ROCK_VOUCHER_9500;418.0;10.0;;;;;419;10;;;;;418.5;0.0
4;400;RAINFOREST_RESIN;9992.0;27.0;;;;;10008;27;;;;;10000.0;0.0
4;400;MAGNIFICENT_MACARONS;780.0;14.0;778.0;10.0;772.0;20.0;788;7;797.0;20.0;803.0;10.0;784.0;0.0
4;400;SQUID_INK;1927.0;20.0;;;;;1930;20;;;;;1928.5;0.0
4;400;VOLCANIC_ROCK_VOUCHER_10000;30.0;10.0;;;;;31;10;;;;;30.5;0.0
4;400;CROISSANTS;4295.0;115.0;;;;;4297;115;;;;;4296.0;0.0
4;400;JAMS;6446.0;80.0;6445.0;195.0;;;6447;80;6448.0;195.0;;;6446.5;0.0
4;400;KELP;2036.0;20.0;;;;;2039;20;;;;;2037.5;0.0
4;400;VOLCANIC_ROCK;9917.0;104.0;9916.0;61.0;;;9918;104;9919.0;61.0;;;9917.5;0.0
4;400;VOLCANIC_ROCK_VOUCHER_10250;2.0;10.0;;;;;3;10;;;;;2.5;-2.055999755859375
4;400;DJEMBES;13372.0;74.0;;;;;13373;24;13374.0;50.0;;;13372.5;0.0
4;400;VOLCANIC_ROCK_VOUCHER_10500;0.0;10.0;;;;;2;10;;;;;1.0;0.0
4;500;VOLCANIC_ROCK;9916.0;208.0;;;;;9918;130;9919.0;78.0;;;9917.0;0.0
4;500;VOLCANIC_ROCK_VOUCHER_10500;0.0;21.0;;;;;2;21;;;;;1.0;0.0
4;500;VOLCANIC_ROCK_VOUCHER_10000;32.0;21.0;;;;;33;21;;;;;32.5;0.0
4;500;MAGNIFICENT_MACARONS;778.0;20.0;776.0;19.0;770.0;27.0;786;10;795.0;27.0;801.0;19.0;782.0;0.0
4;500;CROISSANTS;4295.0;136.0;;;;;4296;38;4297.0;98.0;;;4295.5;0.0
4;500;JAMS;6446.0;268.0;;;;;6448;268;;;;;6447.0;0.0
4;500;DJEMBES;13374.0;30.0;13373.0;45.0;;;13375;75;;;;;13374.5;0.0
4;500;KELP;2038.0;5.0;2036.0;29.0;;;2039;29;;;;;2038.5;0.0
4;500;VOLCANIC_ROCK_VOUCHER_9750;181.0;21.0;;;;;182;21;;;;;181.5;38.00146484375
4;500;PICNIC_BASKET1;58330.0;2.0;58329.0;19.0;58328.0;30.0;58339;2;58340.0;19.0;58341.0;30.0;58334.5;0.0
4;500;PICNIC_BASKET2;30124.0;21.0;30123.0;30.0;;;30129;2;30130.0;49.0;;;30126.5;0.0
4;500;VOLCANIC_ROCK_VOUCHER_9500;418.0;21.0;;;;;419;21;;;;;418.5;0.0
4;500;RAINFOREST_RESIN;9992.0;26.0;;;;;10008;26;;;;;10000.0;0.0
4;500;VOLCANIC_ROCK_VOUCHER_10250;2.0;21.0;;;;;3;21;;;;;2.5;-3.2399978637695312
4;500;SQUID_INK;1927.0;5.0;1925.0;29.0;;;1929;29;;;;;1928.0;0.0
4;600;VOLCANIC_ROCK_VOUCHER_10000;28.0;13.0;;;;;29;13;;;;;28.5;0.0
4;600;SQUID_INK;1926.0;24.0;;;;;1929;24;;;;;1927.5;0.0
4;600;KELP;2036.0;24.0;;;;;2039;24;;;;;2037.5;0.0
4;600;JAMS;6446.0;254.0;;;;;6448;254;;;;;6447.0;0.0
4;600;VOLCANIC_ROCK;9918.0;130.0;9917.0;75.0;;;9920;205;;;;;9919.0;0.0
4;600;RAINFOREST_RESIN;9992.0;27.0;;;;;10008;27;;;;;10000.0;0.0
4;600;VOLCANIC_ROCK_VOUCHER_10250;2.0;13.0;;;;;3;13;;;;;2.5;-2.66400146484375
4;600;MAGNIFICENT_MACARONS;778.0;14.0;775.0;12.0;769.0;23.0;786;7;794.0;23.0;800.0;12.0;782.0;0.0
4;600;DJEMBES;13373.0;66.0;;;;;13375;66;;;;;13374.0;0.0
4;600;VOLCANIC_ROCK_VOUCHER_10500;0.0;13.0;;;;;2;13;;;;;1.0;0.0
4;600;VOLCANIC_ROCK_VOUCHER_9750;183.0;13.0;;;;;184;13;;;;;183.5;12.12646484375
4;600;PICNIC_BASKET1;58325.0;1.0;58324.0;12.0;58323.0;26.0;58329;1;58334.0;1.0;58335.0;12.0;58327.0;0.0
4;600;CROISSANTS;4295.0;139.0;;;;;4296;39;4297.0;100.0;;;4295.5;0.0
4;600;PICNIC_BASKET2;30123.0;1.0;30122.0;38.0;;;30125;1;30128.0;1.0;30129.0;38.0;30124.0;0.0
4;600;VOLCANIC_ROCK_VOUCHER_9500;419.0;13.0;;;;;420;13;;;;;419.5;0.0
4;700;VOLCANIC_ROCK_VOUCHER_9750;182.0;20.0;;;;;183;20;;;;;182.5;25.993896484375
4;700;PICNIC_BASKET1;58321.0;2.0;58320.0;18.0;58319.0;24.0;58330;2;58331.0;18.0;58332.0;24.0;58325.5;0.0
4;700;PICNIC_BASKET2;30121.0;20.0;30120.0;24.0;;;30126;2;30127.0;42.0;;;30123.5;0.0
4;700;VOLCANIC_ROCK_VOUCHER_9500;419.0;20.0;;;;;420;20;;;;;419.5;0.0
4;700;MAGNIFICENT_MACARONS;776.0;10.0;772.0;10.0;770.0;18.0;780;5;789.0;29.0;795.0;18.0;778.0;0.0
4;700;CROISSANTS;4295.0;37.0;4294.0;80.0;;;4296;117;;;;;4295.5;0.0
4;700;VOLCANIC_ROCK_VOUCHER_10250;2.0;20.0;;;;;3;20;;;;;2.5;-3.3949966430664062
4;700;SQUID_INK;1931.0;4.0;1929.0;31.0;;;1932;31;;;;;1931.5;0.0
4;700;VOLCANIC_ROCK;9918.0;10.0;9917.0;184.0;;;9919;120;9920.0;64.0;;;9918.5;0.0
4;700;VOLCANIC_ROCK_VOUCHER_10500;0.0;20.0;;;;;2;20;;;;;1.0;0.0
4;700;RAINFOREST_RESIN;9992.0;32.0;;;;;10008;32;;;;;10000.0;0.0
4;700;VOLCANIC_ROCK_VOUCHER_10000;36.0;20.0;;;;;37;20;;;;;36.5;0.0
4;700;KELP;2038.0;4.0;2036.0;31.0;;;2039;31;;;;;2038.5;0.0
4;700;JAMS;6446.0;206.0;;;;;6448;206;;;;;6447.0;0.0
4;700;DJEMBES;13373.0;55.0;;;;;13375;55;;;;;13374.0;0.0
4;800;VOLCANIC_ROCK_VOUCHER_10000;33.0;18.0;;;;;34;18;;;;;33.5;10.949005126953123
4;800;SQUID_INK;1934.0;23.0;;;;;1937;23;;;;;1935.5;0.0
4;800;CROISSANTS;4295.0;62.0;4294.0;97.0;;;4296;152;;;;;4295.5;0.0
4;800;KELP;2036.0;2.0;2035.0;21.0;;;2039;23;;;;;2037.5;0.0
4;800;JAMS;6446.0;273.0;;;;;6448;277;;;;;6447.0;0.0
4;800;VOLCANIC_ROCK;9919.0;124.0;9918.0;76.0;;;9920;124;9921.0;76.0;;;9919.5;0.0
4;800;VOLCANIC_ROCK_VOUCHER_10250;2.0;18.0;;;;;3;18;;;;;2.5;-2.7159957885742188
4;800;DJEMBES;13373.0;64.0;;;;;13374;64;;;;;13373.5;0.0
4;800;VOLCANIC_ROCK_VOUCHER_10500;0.0;18.0;;;;;2;18;;;;;1.0;0.0
4;800;VOLCANIC_ROCK_VOUCHER_9750;182.0;18.0;;;;;183;18;;;;;182.5;24.238037109375
4;800;PICNIC_BASKET1;58323.0;2.0;58322.0;16.0;58321.0;20.0;58332;2;58333.0;16.0;58334.0;20.0;58327.5;0.0
4;800;PICNIC_BASKET2;30122.0;2.0;30121.0;36.0;;;30127;18;30128.0;20.0;;;30124.5;0.0
4;800;VOLCANIC_ROCK_VOUCHER_9500;420.0;18.0;;;;;421;18;;;;;420.5;0.0
4;800;RAINFOREST_RESIN;9992.0;30.0;;;;;9999;1;10008.0;30.0;;;9995.5;0.0
4;800;MAGNIFICENT_MACARONS;769.0;20.0;767.0;16.0;761.0;21.0;777;10;786.0;21.0;792.0;16.0;773.0;0.0
4;900;VOLCANIC_ROCK_VOUCHER_9500;420.0;14.0;;;;;421;14;;;;;420.5;0.0
4;900;RAINFOREST_RESIN;9997.0;6.0;9992.0;34.0;;;10008;34;;;;;10002.5;0.0
4;900;VOLCANIC_ROCK_VOUCHER_10250;2.0;14.0;;;;;3;14;;;;;2.5;-3.762008666992187
4;900;SQUID_INK;1936.0;21.0;;;;;1940;21;;;;;1938.0;0.0
4;900;VOLCANIC_ROCK;9918.0;189.0;;;;;9919;7;9920.0;123.0;9921.0;66.0;9918.5;0.0
4;900;VOLCANIC_ROCK_VOUCHER_10500;0.0;14.0;;;;;2;14;;;;;1.0;0.0
4;900;MAGNIFICENT_MACARONS;767.0;18.0;765.0;14.0;759.0;21.0;775;9;784.0;21.0;790.0;14.0;771.0;0.0
4;900;VOLCANIC_ROCK_VOUCHER_10000;30.0;14.0;;;;;31;14;;;;;30.5;25.781005859375
4;900;CROISSANTS;4295.0;121.0;;;;;4296;121;;;;;4295.5;0.0
4;900;KELP;2035.0;21.0;;;;;2039;21;;;;;2037.0;0.0
4;900;JAMS;6446.0;229.0;;;;;6448;229;;;;;6447.0;0.0
4;900;DJEMBES;13373.0;26.0;13372.0;47.0;;;13374;77;;;;;13373.5;0.0
4;900;VOLCANIC_ROCK_VOUCHER_9750;181.0;14.0;;;;;182;14;;;;;181.5;52.1162109375
4;900;PICNIC_BASKET1;58324.0;14.0;58323.0;30.0;;;58335;14;58336.0;30.0;;;58329.5;0.0
4;900;PICNIC_BASKET2;30122.0;44.0;;;;;30128;14;30129.0;30.0;;;30125.0;0.0
4;1000;MAGNIFICENT_MACARONS;767.0;10.0;765.0;14.0;759.0;26.0;776;5;784.0;26.0;790.0;14.0;771.5;0.0
4;1000;DJEMBES;13372.0;70.0;;;;;13374;70;;;;;13373.0;0.0
4;1000;VOLCANIC_ROCK_VOUCHER_10500;0.0;16.0;;;;;2;16;;;;;1.0;0.0
4;1000;VOLCANIC_ROCK_VOUCHER_9750;181.0;16.0;;;;;182;16;;;;;181.5;41.828125
4;1000;PICNIC_BASKET1;58330.0;2.0;58329.0;14.0;58328.0;23.0;58339;2;58340.0;14.0;58341.0;23.0;58334.5;0.0
4;1000;CROISSANTS;4295.0;107.0;;;;;4296;48;4297.0;59.0;;;4295.5;0.0
4;1000;PICNIC_BASKET2;30123.0;16.0;30122.0;23.0;;;30129;16;30130.0;23.0;;;30126.0;0.0
4;1000;VOLCANIC_ROCK_VOUCHER_9500;418.0;16.0;;;;;419;16;;;;;418.5;0.0
4;1000;VOLCANIC_ROCK_VOUCHER_10000;32.0;16.0;;;;;33;16;;;;;32.5;17.861007690429688
4;1000;SQUID_INK;1936.0;27.0;;;;;1939;28;;;;;1937.5;0.0
4;1000;KELP;2036.0;27.0;;;;;2039;28;;;;;2037.5;0.0
4;1000;JAMS;6446.0;240.0;;;;;6448;240;;;;;6447.0;0.0
4;1000;VOLCANIC_ROCK;9917.0;107.0;9916.0;50.0;;;9919;157;;;;;9918.0;0.0
4;1000;RAINFOREST_RESIN;9992.0;31.0;;;;;10008;31;;;;;10000.0;0.0
4;1000;VOLCANIC_ROCK_VOUCHER_10250;2.0;16.0;;;;;3;16;;;;;2.5;-5.37750244140625
4;1100;VOLCANIC_ROCK_VOUCHER_10250;2.0;15.0;;;;;3;15;;;;;2.5;-4.3249969482421875
4;1100;SQUID_INK;1938.0;23.0;;;;;1940;3;1941.0;24.0;;;1939.0;0.0
4;1100;VOLCANIC_ROCK;9918.0;130.0;9917.0;69.0;;;9920;199;;;;;9919.0;0.0
4;1100;VOLCANIC_ROCK_VOUCHER_10500;0.0;15.0;;;;;2;15;;;;;1.0;0.0
4;1100;RAINFOREST_RESIN;9992.0;35.0;;;;;10008;35;;;;;10000.0;0.0
4;1100;VOLCANIC_ROCK_VOUCHER_10000;33.0;15.0;;;;;34;15;;;;;33.5;14.809494018554688
4;1100;DJEMBES;13373.0;20.0;13372.0;41.0;;;13374;61;;;;;13373.5;0.0
4;1100;KELP;2036.0;23.0;;;;;2038;3;2039.0;24.0;;;2037.0;0.0
4;1100;JAMS;6447.0;79.0;6446.0;185.0;;;6448;79;6449.0;185.0;;;6447.5;0.0
4;1100;VOLCANIC_ROCK_VOUCHER_9750;181.0;15.0;;;;;182;15;;;;;181.5;42.6923828125
4;1100;PICNIC_BASKET1;58333.0;15.0;58332.0;20.0;;;58344;15;58345.0;20.0;;;58338.5;0.0
4;1100;PICNIC_BASKET2;30125.0;15.0;30124.0;20.0;;;30131;35;;;;;30128.0;0.0
4;1100;VOLCANIC_ROCK_VOUCHER_9500;420.0;15.0;;;;;421;15;;;;;420.5;0.0
4;1100;MAGNIFICENT_MACARONS;770.0;18.0;767.0;15.0;761.0;24.0;778;9;786.0;24.0;792.0;15.0;774.0;0.0
4;1100;CROISSANTS;4296.0;44.0;4295.0;79.0;;;4297;123;;;;;4296.5;0.0
4;1200;PICNIC_BASKET2;30126.0;19.0;30125.0;29.0;;;30128;1;30131.0;1.0;30132.0;47.0;30127.0;0.0
4;1200;VOLCANIC_ROCK_VOUCHER_9500;418.0;19.0;;;;;419;19;;;;;418.5;0.0
4;1200;PICNIC_BASKET1;58342.0;1.0;58341.0;18.0;58340.0;29.0;58346;1;58351.0;1.0;58352.0;18.0;58344.0;0.0
4;1200;RAINFOREST_RESIN;9997.0;5.0;9992.0;31.0;;;10008;31;;;;;10002.5;0.0
4;1200;VOLCANIC_ROCK_VOUCHER_9750;180.0;19.0;;;;;181;19;;;;;180.5;52.447998046875
4;1200;MAGNIFICENT_MACARONS;768.0;16.0;766.0;18.0;760.0;23.0;776;8;785.0;23.0;791.0;18.0;772.0;0.0
4;1200;VOLCANIC_ROCK_VOUCHER_10000;31.0;19.0;;;;;32;19;;;;;31.5;29.519989013671875
4;1200;SQUID_INK;1934.0;24.0;;;;;1937;24;;;;;1935.5;0.0
4;1200;CROISSANTS;4296.0;50.0;4295.0;66.0;;;4297;116;;;;;4296.5;0.0
4;1200;KELP;2035.0;24.0;;;;;2039;24;;;;;2037.0;0.0
4;1200;JAMS;6447.0;185.0;;;;;6449;185;;;;;6448.0;0.0
4;1200;VOLCANIC_ROCK;9916.0;100.0;9915.0;42.0;;;9918;142;;;;;9917.0;0.0
4;1200;VOLCANIC_ROCK_VOUCHER_10250;2.0;19.0;;;;;3;19;;;;;2.5;-8.00250244140625
4;1200;DJEMBES;13374.0;77.0;;;;;13375;77;;;;;13374.5;0.0
4;1200;VOLCANIC_ROCK_VOUCHER_10500;0.0;19.0;;;;;2;19;;;;;1.0;0.0
4;1300;VOLCANIC_ROCK_VOUCHER_10500;0.0;13.0;;;;;2;13;;;;;1.0;0.0
4;1300;VOLCANIC_ROCK;9919.0;110.0;9918.0;45.0;;;9920;110;9921.0;45.0;;;9919.5;0.0
4;1300;MAGNIFICENT_MACARONS;767.0;16.0;764.0;13.0;758.0;26.0;775;8;783.0;26.0;789.0;13.0;771.0;0.0
4;1300;DJEMBES;13375.0;52.0;;;;;13377;52;;;;;13376.0;0.0
4;1300;KELP;2035.0;26.0;;;;;2039;26;;;;;2037.0;0.0
4;1300;CROISSANTS;4296.0;44.0;4295.0;68.0;;;4297;112;;;;;4296.5;0.0
4;1300;JAMS;6447.0;230.0;;;;;6449;226;;;;;6448.0;0.0
4;1300;VOLCANIC_ROCK_VOUCHER_10000;33.0;13.0;;;;;34;13;;;;;33.5;13.24700927734375
4;1300;VOLCANIC_ROCK_VOUCHER_9750;180.0;13.0;;;;;181;13;;;;;180.5;46.718994140625
4;1300;PICNIC_BASKET2;30126.0;29.0;;;;;30132;13;30133.0;16.0;;;30129.0;0.0
4;1300;PICNIC_BASKET1;58343.0;13.0;58342.0;16.0;;;58354;13;58355.0;16.0;;;58348.5;0.0
4;1300;RAINFOREST_RESIN;10002.0;5.0;9992.0;31.0;;;10003;7;10008.0;31.0;;;10002.5;0.0
4;1300;VOLCANIC_ROCK_VOUCHER_9500;420.0;13.0;;;;;421;13;;;;;420.5;0.0
4;1300;VOLCANIC_ROCK_VOUCHER_10250;2.0;13.0;;;;;3;13;;;;;2.5;-4.626007080078125
4;1300;SQUID_INK;1934.0;26.0;;;;;1938;26;;;;;1936.0;0.0
4;1400;SQUID_INK;1936.0;24.0;;;;;1939;24;;;;;1937.5;0.0
4;1400;KELP;2035.0;24.0;;;;;2039;24;;;;;2037.0;0.0
4;1400;JAMS;6447.0;200.0;;;;;6449;200;;;;;6448.0;0.0
4;1400;VOLCANIC_ROCK_VOUCHER_10000;33.0;15.0;;;;;34;15;;;;;33.5;12.858001708984377
4;1400;RAINFOREST_RESIN;9992.0;25.0;;;;;10008;25;;;;;10000.0;0.0
4;1400;VOLCANIC_ROCK_VOUCHER_10250;2.0;15.0;;;;;3;15;;;;;2.5;-7.384002685546875
4;1400;VOLCANIC_ROCK;9917.0;161.0;;;;;9919;119;9920.0;42.0;;;9918.0;0.0
4;1400;MAGNIFICENT_MACARONS;766.0;20.0;764.0;13.0;758.0;22.0;774;10;783.0;22.0;789.0;13.0;770.0;0.0
4;1400;DJEMBES;13376.0;18.0;13375.0;50.0;;;13377;68;;;;;13376.5;0.0
4;1400;VOLCANIC_ROCK_VOUCHER_10500;0.0;15.0;;;;;2;15;;;;;1.0;0.0
4;1400;PICNIC_BASKET2;30131.0;2.0;30130.0;31.0;;;30136;15;30137.0;18.0;;;30133.5;0.0
4;1400;VOLCANIC_ROCK_VOUCHER_9500;419.0;15.0;;;;;420;15;;;;;419.5;0.0
4;1400;CROISSANTS;4296.0;57.0;4295.0;77.0;;;4297;134;;;;;4296.5;0.0
4;1400;PICNIC_BASKET1;58347.0;2.0;58346.0;13.0;58345.0;18.0;58356;2;58357.0;31.0;;;58351.5;0.0
4;1400;VOLCANIC_ROCK_VOUCHER_9750;181.0;15.0;;;;;182;15;;;;;181.5;45.0
4;1500;VOLCANIC_ROCK_VOUCHER_9750;183.0;12.0;;;;;184;12;;;;;183.5;45.0
4;1500;PICNIC_BASKET2;30128.0;12.0;30127.0;30.0;;;30134;42;;;;;30131.0;0.0
4;1500;PICNIC_BASKET1;58342.0;1.0;58341.0;11.0;58340.0;30.0;58351;1;58352.0;11.0;58353.0;30.0;58346.5;0.0
4;1500;MAGNIFICENT_MACARONS;763.0;14.0;761.0;11.0;755.0;24.0;771;7;780.0;24.0;786.0;11.0;767.0;0.0
4;1500;VOLCANIC_ROCK_VOUCHER_9500;419.0;12.0;;;;;420;12;;;;;419.5;0.0
4;1500;CROISSANTS;4295.0;113.0;;;;;4296;60;4297.0;53.0;;;4295.5;0.0
4;1500;VOLCANIC_ROCK_VOUCHER_10250;2.0;12.0;;;;;3;12;;;;;2.5;-6.6360015869140625
4;1500;SQUID_INK;1938.0;25.0;;;;;1942;25;;;;;1940.0;0.0
4;1500;VOLCANIC_ROCK_VOUCHER_10500;0.0;12.0;;;;;2;12;;;;;1.0;0.0
4;1500;RAINFOREST_RESIN;9992.0;26.0;;;;;9999;1;10008.0;26.0;;;9995.5;0.0
4;1500;VOLCANIC_ROCK;9918.0;146.0;9917.0;74.0;;;9920;220;;;;;9919.0;0.0
4;1500;DJEMBES;13375.0;77.0;;;;;13377;77;;;;;13376.0;0.0
4;1500;KELP;2035.0;25.0;;;;;2039;25;;;;;2037.0;0.0
4;1500;JAMS;6447.0;251.0;;;;;6449;251;;;;;6448.0;0.0
4;1500;VOLCANIC_ROCK_VOUCHER_10000;33.0;12.0;;;;;34;12;;;;;33.5;13.679931640625
4;1600;SQUID_INK;1942.0;27.0;;;;;1943;8;1946.0;27.0;;;1942.5;0.0
4;1600;KELP;2035.0;27.0;;;;;2036;8;2039.0;27.0;;;2035.5;0.0
4;1600;CROISSANTS;4295.0;126.0;;;;;4296;126;;;;;4295.5;0.0
4;1600;JAMS;6448.0;63.0;6447.0;170.0;;;6449;63;6450.0;170.0;;;6448.5;0.0
4;1600;VOLCANIC_ROCK_VOUCHER_10000;34.0;15.0;;;;;35;15;;;;;34.5;-19.1619873046875
4;1600;VOLCANIC_ROCK_VOUCHER_10250;2.0;15.0;;;;;3;15;;;;;2.5;-3.614990234375
4;1600;VOLCANIC_ROCK;9920.0;104.0;9919.0;78.0;;;9922;182;;;;;9921.0;0.0
4;1600;DJEMBES;13376.0;20.0;13375.0;35.0;;;13377;55;;;;;13376.5;0.0
4;1600;VOLCANIC_ROCK_VOUCHER_10500;0.0;15.0;;;;;2;15;;;;;1.0;0.0
4;1600;PICNIC_BASKET2;30132.0;4.0;30130.0;15.0;30129.0;20.0;30136;35;;;;;30134.0;0.0
