timestamp,buyer,seller,symbol,currency,price,quantity
2000,,SUBMISSION,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,35,2
2000,,SUBMISSION,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,35,19
2200,SUBMISSION,,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,34,19
2200,SUBMISSION,,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,34,1
2300,,SUBMISSION,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,41,10
2300,,SUBMISSION,KELP,SEASHELLS,2038,15
2300,,SUBMISSION,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,41,14
2300,,SUBMISSION,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,41,1
2400,,SUBMISSION,RAINFOREST_RESIN,SEASHELLS,10001,1
2400,SUBMISSION,,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,35,18
2400,SUBMISSION,,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,35,1
2400,,SUBMISSION,KELP,SEASHELLS,2038,8
2500,SUBMISSION,,RAINFOREST_RESIN,SEASHELLS,9999,1
2700,SUBMISSION,,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,35,17
2700,,SUBMISSION,KELP,SEASHELLS,2038,10
2800,SUBMISSION,,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,32,2
2800,SUBMISSION,,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,32,14
2900,SUBMISSION,,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,34,2
2900,SUBMISSION,,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,34,11
2900,,SUBMISSION,RAINFOREST_RESIN,SEASHELLS,10001,1
3000,SUBMISSION,,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,34,1
3000,SUBMISSION,,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,34,14
3200,,SUBMISSION,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,34,15
3200,,SUBMISSION,KELP,SEASHELLS,2038,1
3300,,SUBMISSION,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,35,18
3300,,SUBMISSION,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,35,2
3400,,SUBMISSION,RAINFOREST_RESIN,SEASHELLS,10001,1
3400,,SUBMISSION,KELP,SEASHELLS,2038,4
3500,SUBMISSION,,RAINFOREST_RESIN,SEASHELLS,9993,8
3600,,SUBMISSION,RAINFOREST_RESIN,SEASHELLS,10007,4
3700,SUBMISSION,,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,35,18
3700,SUBMISSION,,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,35,2
3800,,SUBMISSION,KELP,SEASHELLS,2039,2
3800,,SUBMISSION,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,35,12
3900,SUBMISSION,,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,35,1
3900,SUBMISSION,,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,35,20
4100,SUBMISSION,,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,37,1
4100,SUBMISSION,,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,37,16
4100,,SUBMISSION,RAINFOREST_RESIN,SEASHELLS,10002,5
4300,,SUBMISSION,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,36,10
4300,SUBMISSION,,KELP,SEASHELLS,2036,5
4400,,SUBMISSION,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,42,12
4500,,SUBMISSION,KELP,SEASHELLS,2038,1
4500,,SUBMISSION,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,38,20
4500,,SUBMISSION,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,38,1
4600,,SUBMISSION,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,36,2
4600,,SUBMISSION,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,36,14
4700,SUBMISSION,,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,37,2
4700,SUBMISSION,,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,37,17
4700,SUBMISSION,,RAINFOREST_RESIN,SEASHELLS,9999,1
4900,,SUBMISSION,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,40,12
4900,,SUBMISSION,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,40,13
5000,SUBMISSION,,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,39,2
5000,SUBMISSION,,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,39,18
5100,SUBMISSION,,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,34,2
5100,SUBMISSION,,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,34,20
5200,SUBMISSION,,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,37,2
5200,SUBMISSION,,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,37,10
5500,,SUBMISSION,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,42,19
5500,,SUBMISSION,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,42,2
5600,SUBMISSION,,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,36,1
5600,SUBMISSION,,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,36,12
5700,,SUBMISSION,RAINFOREST_RESIN,SEASHELLS,10007,1
5800,,SUBMISSION,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,41,1
5800,,SUBMISSION,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,41,16
5900,SUBMISSION,,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,38,1
5900,SUBMISSION,,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,38,19
6100,SUBMISSION,,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,38,13
6100,SUBMISSION,,RAINFOREST_RESIN,SEASHELLS,9999,1
6200,,SUBMISSION,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,40,10
6300,,SUBMISSION,RAINFOREST_RESIN,SEASHELLS,10001,1
6600,SUBMISSION,,VOLCANIC_ROCK_VOUCHER_10250,SEASHELLS,4,16
6700,,SUBMISSION,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,43,12
6800,SUBMISSION,,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,37,13
6900,SUBMISSION,,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,38,2
6900,SUBMISSION,,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,38,13
7000,SUBMISSION,,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,39,8
7200,,SUBMISSION,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,39,14
7200,,SUBMISSION,KELP,SEASHELLS,2037,1
7400,,SUBMISSION,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,42,10
7500,,SUBMISSION,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,48,16
7500,,SUBMISSION,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,48,2
7600,SUBMISSION,,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,41,1
7600,SUBMISSION,,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,41,12
7600,,SUBMISSION,KELP,SEASHELLS,2037,1
7600,,SUBMISSION,RAINFOREST_RESIN,SEASHELLS,10001,1
7700,,SUBMISSION,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,42,13
7800,SUBMISSION,,VOLCANIC_ROCK_VOUCHER_10250,SEASHELLS,4,1
7800,SUBMISSION,,VOLCANIC_ROCK_VOUCHER_10250,SEASHELLS,4,12
7800,SUBMISSION,,KELP,SEASHELLS,2036,6
7900,,SUBMISSION,KELP,SEASHELLS,2037,1
8000,SUBMISSION,,KELP,SEASHELLS,2036,4
8000,,SUBMISSION,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,41,1
8000,SUBMISSION,,RAINFOREST_RESIN,SEASHELLS,9998,5
8000,,SUBMISSION,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,41,16
8100,,SUBMISSION,KELP,SEASHELLS,2037,1
8100,SUBMISSION,,RAINFOREST_RESIN,SEASHELLS,9999,1
8100,SUBMISSION,,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,38,12
8200,SUBMISSION,,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,38,2
8200,SUBMISSION,,RAINFOREST_RESIN,SEASHELLS,9999,1
8200,SUBMISSION,,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,38,16
8300,SUBMISSION,,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,36,4
8400,SUBMISSION,,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,38,15
8400,SUBMISSION,,RAINFOREST_RESIN,SEASHELLS,9993,4
8500,SUBMISSION,,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,39,10
8500,,SUBMISSION,RAINFOREST_RESIN,SEASHELLS,10007,1
8500,,SUBMISSION,RAINFOREST_RESIN,SEASHELLS,10001,1
8700,,SUBMISSION,KELP,SEASHELLS,2036,1
9000,SUBMISSION,,RAINFOREST_RESIN,SEASHELLS,9997,2
9100,SUBMISSION,,RAINFOREST_RESIN,SEASHELLS,9993,2
9100,SUBMISSION,,RAINFOREST_RESIN,SEASHELLS,9993,4
9100,,SUBMISSION,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,39,1
9100,,SUBMISSION,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,39,19
9200,SUBMISSION,,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,35,13
9200,SUBMISSION,,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,35,1
9300,SUBMISSION,,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,36,6
9500,SUBMISSION,,RAINFOREST_RESIN,SEASHELLS,9999,1
9600,,SUBMISSION,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,38,1
9600,,SUBMISSION,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,38,12
9700,,SUBMISSION,RAINFOREST_RESIN,SEASHELLS,10001,1
9700,,SUBMISSION,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,41,2
9700,,SUBMISSION,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,41,16
9700,,SUBMISSION,KELP,SEASHELLS,2036,1
9800,SUBMISSION,,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,36,1
9800,SUBMISSION,,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,36,19
9900,,SUBMISSION,KELP,SEASHELLS,2036,7
10000,SUBMISSION,,KELP,SEASHELLS,2035,5
10100,SUBMISSION,,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,37,11
10300,,SUBMISSION,RAINFOREST_RESIN,SEASHELLS,10001,1
10400,,SUBMISSION,RAINFOREST_RESIN,SEASHELLS,10007,4
10400,,SUBMISSION,KELP,SEASHELLS,2036,1
10700,SUBMISSION,,KELP,SEASHELLS,2034,14
11100,,SUBMISSION,KELP,SEASHELLS,2036,1
11200,,SUBMISSION,RAINFOREST_RESIN,SEASHELLS,10000,2
11400,,SUBMISSION,MAGNIFICENT_MACARONS,SEASHELLS,776,2
12000,,SUBMISSION,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,36,18
12100,SUBMISSION,,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,32,2
12100,SUBMISSION,,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,32,11
12200,SUBMISSION,,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,31,5
12500,,SUBMISSION,KELP,SEASHELLS,2036,1
12600,,SUBMISSION,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,33,14
12700,,SUBMISSION,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,31,2
12700,SUBMISSION,,KELP,SEASHELLS,2034,4
12700,,SUBMISSION,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,31,19
12900,SUBMISSION,,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,32,16
13100,,SUBMISSION,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,32,1
13100,,SUBMISSION,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,32,10
13200,,SUBMISSION,KELP,SEASHELLS,2035,13
13300,,SUBMISSION,KELP,SEASHELLS,2035,1
13400,SUBMISSION,,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,33,1
13400,SUBMISSION,,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,33,16
13500,,SUBMISSION,RAINFOREST_RESIN,SEASHELLS,10002,1
13500,,SUBMISSION,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,31,11
13600,,SUBMISSION,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,32,1
13600,,SUBMISSION,KELP,SEASHELLS,2035,3
13600,,SUBMISSION,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,32,11
13700,,SUBMISSION,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,31,1
13700,,SUBMISSION,RAINFOREST_RESIN,SEASHELLS,10007,1
13700,,SUBMISSION,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,31,17
13900,,SUBMISSION,MAGNIFICENT_MACARONS,SEASHELLS,762,6
13900,SUBMISSION,,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,29,1
13900,SUBMISSION,,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,29,20
14000,SUBMISSION,,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,30,1
14000,SUBMISSION,,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,30,16
14100,SUBMISSION,,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,29,1
14100,SUBMISSION,,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,29,10
14100,,SUBMISSION,KELP,SEASHELLS,2036,1
14200,,SUBMISSION,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,32,2
14200,,SUBMISSION,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,32,15
14300,,SUBMISSION,RAINFOREST_RESIN,SEASHELLS,10007,2
14300,,SUBMISSION,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,33,2
14300,,SUBMISSION,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,33,17
14400,SUBMISSION,,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,29,20
14400,SUBMISSION,,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,29,1
14500,,SUBMISSION,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,32,1
14500,,SUBMISSION,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,32,18
14500,SUBMISSION,,KELP,SEASHELLS,2036,8
14600,,SUBMISSION,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,29,2
14600,,SUBMISSION,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,29,13
14700,SUBMISSION,,RAINFOREST_RESIN,SEASHELLS,9997,9
14700,,SUBMISSION,KELP,SEASHELLS,2036,2
14900,,SUBMISSION,RAINFOREST_RESIN,SEASHELLS,10001,1
14900,,SUBMISSION,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,32,17
14900,,SUBMISSION,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,32,1
15000,SUBMISSION,,RAINFOREST_RESIN,SEASHELLS,9998,3
15100,SUBMISSION,,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,29,5
15200,SUBMISSION,,KELP,SEASHELLS,2036,3
15200,,SUBMISSION,RAINFOREST_RESIN,SEASHELLS,10007,6
15200,,SUBMISSION,RAINFOREST_RESIN,SEASHELLS,10007,2
15500,SUBMISSION,,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,27,11
15600,SUBMISSION,,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,29,17
15600,SUBMISSION,,KELP,SEASHELLS,2036,2
15700,SUBMISSION,,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,29,2
15700,,SUBMISSION,RAINFOREST_RESIN,SEASHELLS,10000,3
15700,SUBMISSION,,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,29,12
15900,,SUBMISSION,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,31,1
15900,SUBMISSION,,KELP,SEASHELLS,2035,2
15900,,SUBMISSION,MAGNIFICENT_MACARONS,SEASHELLS,759,3
15900,,SUBMISSION,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,31,15
16000,,SUBMISSION,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,29,2
16000,,SUBMISSION,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,29,19
16100,,SUBMISSION,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,30,13
16100,SUBMISSION,,RAINFOREST_RESIN,SEASHELLS,9999,1
16200,,SUBMISSION,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,29,12
16200,,SUBMISSION,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,29,1
16300,SUBMISSION,,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,32,19
16400,,SUBMISSION,MAGNIFICENT_MACARONS,SEASHELLS,768,6
16400,,SUBMISSION,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,30,16
16500,,SUBMISSION,KELP,SEASHELLS,2037,1
16700,SUBMISSION,,KELP,SEASHELLS,2035,9
16900,,SUBMISSION,RAINFOREST_RESIN,SEASHELLS,10003,11
16900,,SUBMISSION,KELP,SEASHELLS,2037,1
16900,,SUBMISSION,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,33,17
17100,SUBMISSION,,KELP,SEASHELLS,2036,10
17400,,SUBMISSION,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,32,1
17400,,SUBMISSION,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,32,19
17500,,SUBMISSION,KELP,SEASHELLS,2038,1
17500,SUBMISSION,,KELP,SEASHELLS,2036,15
17600,SUBMISSION,,KELP,SEASHELLS,2036,12
17600,,SUBMISSION,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,30,1
17600,,SUBMISSION,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,30,13
17800,SUBMISSION,,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,29,18
17900,,SUBMISSION,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,32,16
17900,SUBMISSION,,KELP,SEASHELLS,2036,12
17900,,SUBMISSION,KELP,SEASHELLS,2038,1
18200,,SUBMISSION,RAINFOREST_RESIN,SEASHELLS,10001,1
18200,,SUBMISSION,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,32,12
18200,,SUBMISSION,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,32,2
18300,SUBMISSION,,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,28,20
18300,SUBMISSION,,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,28,2
18400,,SUBMISSION,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,31,15
18400,,SUBMISSION,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,31,2
18500,,SUBMISSION,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,30,17
18500,SUBMISSION,,RAINFOREST_RESIN,SEASHELLS,9999,1
18600,,SUBMISSION,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,31,19
18700,,SUBMISSION,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,33,1
18700,,SUBMISSION,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,33,17
18800,,SUBMISSION,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,32,3
18900,SUBMISSION,,RAINFOREST_RESIN,SEASHELLS,9999,1
19000,,SUBMISSION,KELP,SEASHELLS,2038,15
19200,SUBMISSION,,RAINFOREST_RESIN,SEASHELLS,9999,1
19300,,SUBMISSION,MAGNIFICENT_MACARONS,SEASHELLS,776,3
19400,,SUBMISSION,KELP,SEASHELLS,2038,1
19500,SUBMISSION,,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,32,14
19500,SUBMISSION,,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,32,2
19600,,SUBMISSION,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,34,2
19600,,SUBMISSION,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,34,14
19700,,SUBMISSION,RAINFOREST_RESIN,SEASHELLS,10001,1
19900,SUBMISSION,,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,30,18
19900,SUBMISSION,,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,30,1
20000,SUBMISSION,,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,30,16
20100,,SUBMISSION,MAGNIFICENT_MACARONS,SEASHELLS,769,5
20300,,SUBMISSION,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,33,2
20300,,SUBMISSION,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,33,17
20400,SUBMISSION,,RAINFOREST_RESIN,SEASHELLS,9997,10
20500,SUBMISSION,,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,31,1
20500,SUBMISSION,,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,31,15
20500,SUBMISSION,,KELP,SEASHELLS,2037,2
20600,,SUBMISSION,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,33,17
20600,,SUBMISSION,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,33,10
20600,,SUBMISSION,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,33,2
20700,,SUBMISSION,RAINFOREST_RESIN,SEASHELLS,10002,5
20700,,SUBMISSION,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,32,3
20800,,SUBMISSION,KELP,SEASHELLS,2038,1
21000,,SUBMISSION,RAINFOREST_RESIN,SEASHELLS,10001,1
21100,,SUBMISSION,KELP,SEASHELLS,2038,12
21100,SUBMISSION,,RAINFOREST_RESIN,SEASHELLS,9993,6
21200,SUBMISSION,,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,29,15
21300,,SUBMISSION,VOLCANIC_ROCK_VOUCHER_10000,SEASHELLS,33,15
21300,,SUBMISSION,RAINFOREST_RESIN,SEASHELLS,10007,8
21400,,SUBMISSION,RAINFOREST_RESIN,SEASHELLS,10007,5
21600,,SUBMISSION,RAINFOREST_RESIN,SEASHELLS,10001,1
21600,,SUBMISSION,RAINFOREST_RESIN,SEASHELLS,10007,1
